Data supplied by netcen on 2/7/2017
All Data GMT hour ending
Status: R =Ratified P=Provisional
,,Southampton Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,Sulphur dioxide,status,unit
26-03-2017,15:30:00,2.15001,R,ugm-3
26-03-2017,15:45:00,1.76152,R,ugm-3
26-03-2017,16:00:00,1.17346,R,ugm-3
26-03-2017,16:15:00,0.97921,R,ugm-3
26-03-2017,16:30:00,1.17346,R,ugm-3
26-03-2017,16:45:00,1.36770,R,ugm-3
26-03-2017,17:00:00,1.36770,R,ugm-3
26-03-2017,17:15:00,1.17346,R,ugm-3
26-03-2017,17:30:00,0.78231,R,ugm-3
26-03-2017,17:45:00,0.97921,R,ugm-3
26-03-2017,18:00:00,1.17346,R,ugm-3
26-03-2017,18:15:00,1.17346,R,ugm-3
26-03-2017,18:30:00,1.17346,R,ugm-3
26-03-2017,18:45:00,0.97921,R,ugm-3
26-03-2017,19:00:00,0.78231,R,ugm-3
26-03-2017,19:15:00,0.97921,R,ugm-3
26-03-2017,19:30:00,0.78231,R,ugm-3
26-03-2017,19:45:00,0.78231,R,ugm-3
26-03-2017,20:00:00,0.58540,R,ugm-3
26-03-2017,20:15:00,0.97921,R,ugm-3
26-03-2017,20:30:00,1.17346,R,ugm-3
26-03-2017,20:45:00,0.78231,R,ugm-3
26-03-2017,21:00:00,0.97921,R,ugm-3
26-03-2017,21:15:00,0.78231,R,ugm-3
26-03-2017,21:30:00,1.36770,R,ugm-3
26-03-2017,21:45:00,1.36770,R,ugm-3
26-03-2017,22:00:00,1.36770,R,ugm-3
26-03-2017,22:15:00,1.36770,R,ugm-3
26-03-2017,22:30:00,0.97921,R,ugm-3
26-03-2017,22:45:00,1.36770,R,ugm-3
26-03-2017,23:00:00,1.36770,R,ugm-3
26-03-2017,23:15:00,1.56461,R,ugm-3
26-03-2017,23:30:00,1.36770,R,ugm-3
26-03-2017,23:45:00,1.56461,R,ugm-3
26-03-2017,24:00:00,0.78231,R,ugm-3
27-03-2017,00:15:00,0.58806,R,ugm-3
27-03-2017,00:30:00,0.58806,R,ugm-3
27-03-2017,00:45:00,0.39115,R,ugm-3
27-03-2017,01:00:00,0.00000,R,ugm-3
27-03-2017,01:15:00,,,
27-03-2017,01:30:00,0.78231,R,ugm-3
27-03-2017,01:45:00,0.19691,R,ugm-3
27-03-2017,02:00:00,0.58806,R,ugm-3
27-03-2017,02:15:00,0.58806,R,ugm-3
27-03-2017,02:30:00,0.19691,R,ugm-3
27-03-2017,02:45:00,0.39115,R,ugm-3
27-03-2017,03:00:00,0.39115,R,ugm-3
27-03-2017,03:15:00,0.19691,R,ugm-3
27-03-2017,03:30:00,0.19691,R,ugm-3
27-03-2017,03:45:00,0.00000,R,ugm-3
27-03-2017,04:00:00,0.19691,R,ugm-3
27-03-2017,04:15:00,0.39115,R,ugm-3
27-03-2017,04:30:00,0.19691,R,ugm-3
27-03-2017,04:45:00,0.19691,R,ugm-3
27-03-2017,05:00:00,0.19691,R,ugm-3
27-03-2017,05:15:00,0.00000,R,ugm-3
27-03-2017,05:30:00,0.00000,R,ugm-3
27-03-2017,05:45:00,0.39115,R,ugm-3
27-03-2017,06:00:00,0.58806,R,ugm-3
27-03-2017,06:15:00,0.39115,R,ugm-3
27-03-2017,06:30:00,0.78231,R,ugm-3
27-03-2017,06:45:00,0.78231,R,ugm-3
27-03-2017,07:00:00,0.58806,R,ugm-3
27-03-2017,07:15:00,0.58806,R,ugm-3
27-03-2017,07:30:00,0.39115,R,ugm-3
27-03-2017,07:45:00,0.39115,R,ugm-3
27-03-2017,08:00:00,0.78231,R,ugm-3
27-03-2017,08:15:00,0.39115,R,ugm-3
27-03-2017,08:30:00,0.97921,R,ugm-3
27-03-2017,08:45:00,0.78231,R,ugm-3
27-03-2017,09:00:00,0.78231,R,ugm-3
27-03-2017,09:15:00,0.78231,R,ugm-3
27-03-2017,09:30:00,0.78231,R,ugm-3
27-03-2017,09:45:00,0.78231,R,ugm-3
27-03-2017,10:00:00,0.97921,R,ugm-3
27-03-2017,10:15:00,1.37036,R,ugm-3
27-03-2017,10:30:00,1.17612,R,ugm-3
27-03-2017,10:45:00,0.78231,R,ugm-3
27-03-2017,11:00:00,1.17612,R,ugm-3
27-03-2017,11:15:00,0.97921,R,ugm-3
27-03-2017,11:30:00,0.39115,R,ugm-3
27-03-2017,11:45:00,0.58806,R,ugm-3
27-03-2017,12:00:00,0.78231,R,ugm-3
27-03-2017,12:15:00,0.78231,R,ugm-3
27-03-2017,12:30:00,1.56727,R,ugm-3
27-03-2017,12:45:00,1.76152,R,ugm-3
27-03-2017,13:00:00,1.76152,R,ugm-3
27-03-2017,13:15:00,1.76152,R,ugm-3
27-03-2017,13:30:00,1.95842,R,ugm-3
27-03-2017,13:45:00,1.56727,R,ugm-3
27-03-2017,14:00:00,1.37036,R,ugm-3
27-03-2017,14:15:00,1.37036,R,ugm-3
27-03-2017,14:30:00,1.56727,R,ugm-3
27-03-2017,14:45:00,2.54648,R,ugm-3
27-03-2017,15:00:00,3.13454,R,ugm-3
27-03-2017,15:15:00,3.13454,R,ugm-3
27-03-2017,15:30:00,4.30800,R,ugm-3
27-03-2017,15:45:00,3.71994,R,ugm-3
27-03-2017,16:00:00,2.34958,R,ugm-3
27-03-2017,16:15:00,2.34958,R,ugm-3
27-03-2017,16:30:00,3.52569,R,ugm-3
27-03-2017,16:45:00,3.91685,R,ugm-3
27-03-2017,17:00:00,3.13454,R,ugm-3
27-03-2017,17:15:00,2.34958,R,ugm-3
27-03-2017,17:30:00,2.34958,R,ugm-3
27-03-2017,17:45:00,1.76152,R,ugm-3
27-03-2017,18:00:00,1.76152,R,ugm-3
27-03-2017,18:15:00,1.76152,R,ugm-3
27-03-2017,18:30:00,2.15533,R,ugm-3
27-03-2017,18:45:00,2.34958,R,ugm-3
27-03-2017,19:00:00,2.34958,R,ugm-3
27-03-2017,19:15:00,2.54648,R,ugm-3
27-03-2017,19:30:00,2.54648,R,ugm-3
27-03-2017,19:45:00,3.52569,R,ugm-3
27-03-2017,20:00:00,3.52569,R,ugm-3
27-03-2017,20:15:00,3.71994,R,ugm-3
27-03-2017,20:30:00,4.69915,R,ugm-3
27-03-2017,20:45:00,3.52569,R,ugm-3
27-03-2017,21:00:00,3.32879,R,ugm-3
27-03-2017,21:15:00,2.74073,R,ugm-3
27-03-2017,21:30:00,3.32879,R,ugm-3
27-03-2017,21:45:00,3.32879,R,ugm-3
27-03-2017,22:00:00,2.34958,R,ugm-3
27-03-2017,22:15:00,2.54648,R,ugm-3
27-03-2017,22:30:00,3.52569,R,ugm-3
27-03-2017,22:45:00,3.71994,R,ugm-3
27-03-2017,23:00:00,3.52569,R,ugm-3
27-03-2017,23:15:00,3.32879,R,ugm-3
27-03-2017,23:30:00,3.52569,R,ugm-3
27-03-2017,23:45:00,3.71994,R,ugm-3
27-03-2017,24:00:00,3.52569,R,ugm-3
28-03-2017,00:15:00,3.52569,R,ugm-3
28-03-2017,00:30:00,2.93763,R,ugm-3
28-03-2017,00:45:00,2.93763,R,ugm-3
28-03-2017,01:00:00,,,
28-03-2017,01:15:00,,,
28-03-2017,01:30:00,1.76152,R,ugm-3
28-03-2017,01:45:00,1.76152,R,ugm-3
28-03-2017,02:00:00,0.97921,R,ugm-3
28-03-2017,02:15:00,0.97921,R,ugm-3
28-03-2017,02:30:00,1.56727,R,ugm-3
28-03-2017,02:45:00,1.76152,R,ugm-3
28-03-2017,03:00:00,3.13454,R,ugm-3
28-03-2017,03:15:00,2.93763,R,ugm-3
28-03-2017,03:30:00,2.15533,R,ugm-3
28-03-2017,03:45:00,2.34958,R,ugm-3
28-03-2017,04:00:00,1.76152,R,ugm-3
28-03-2017,04:15:00,1.56727,R,ugm-3
28-03-2017,04:30:00,2.54648,R,ugm-3
28-03-2017,04:45:00,2.54648,R,ugm-3
28-03-2017,05:00:00,2.74073,R,ugm-3
28-03-2017,05:15:00,2.74073,R,ugm-3
28-03-2017,05:30:00,3.13454,R,ugm-3
28-03-2017,05:45:00,4.11375,R,ugm-3
28-03-2017,06:00:00,6.07217,R,ugm-3
28-03-2017,06:15:00,4.69915,R,ugm-3
28-03-2017,06:30:00,4.30800,R,ugm-3
28-03-2017,06:45:00,3.71994,R,ugm-3
28-03-2017,07:00:00,3.32879,R,ugm-3
28-03-2017,07:15:00,4.11375,R,ugm-3
28-03-2017,07:30:00,4.69915,R,ugm-3
28-03-2017,07:45:00,3.71994,R,ugm-3
28-03-2017,08:00:00,2.74073,R,ugm-3
28-03-2017,08:15:00,2.15533,R,ugm-3
28-03-2017,08:30:00,1.95842,R,ugm-3
28-03-2017,08:45:00,1.95842,R,ugm-3
28-03-2017,09:00:00,1.17612,R,ugm-3
28-03-2017,09:15:00,1.17612,R,ugm-3
28-03-2017,09:30:00,1.37036,R,ugm-3
28-03-2017,09:45:00,1.17612,R,ugm-3
28-03-2017,10:00:00,0.97921,R,ugm-3
28-03-2017,10:15:00,1.37036,R,ugm-3
28-03-2017,10:30:00,0.97921,R,ugm-3
28-03-2017,10:45:00,1.17612,R,ugm-3
28-03-2017,11:00:00,1.17612,R,ugm-3
28-03-2017,11:15:00,1.37036,R,ugm-3
28-03-2017,11:30:00,1.17612,R,ugm-3
28-03-2017,11:45:00,1.17612,R,ugm-3
28-03-2017,12:00:00,0.39115,R,ugm-3
28-03-2017,12:15:00,0.78231,R,ugm-3
28-03-2017,12:30:00,0.78231,R,ugm-3
28-03-2017,12:45:00,0.58806,R,ugm-3
28-03-2017,13:00:00,0.78231,R,ugm-3
28-03-2017,13:15:00,0.97921,R,ugm-3
28-03-2017,13:30:00,0.78231,R,ugm-3
28-03-2017,13:45:00,0.78231,R,ugm-3
28-03-2017,14:00:00,1.56727,R,ugm-3
28-03-2017,14:15:00,0.78231,R,ugm-3
28-03-2017,14:30:00,0.58806,R,ugm-3
28-03-2017,14:45:00,0.78231,R,ugm-3
28-03-2017,15:00:00,0.58806,R,ugm-3
28-03-2017,15:15:00,0.39115,R,ugm-3
28-03-2017,15:30:00,0.97921,R,ugm-3
28-03-2017,15:45:00,0.78231,R,ugm-3
28-03-2017,16:00:00,1.17612,R,ugm-3
28-03-2017,16:15:00,0.78231,R,ugm-3
28-03-2017,16:30:00,1.17612,R,ugm-3
28-03-2017,16:45:00,0.78231,R,ugm-3
28-03-2017,17:00:00,0.97921,R,ugm-3
28-03-2017,17:15:00,0.78231,R,ugm-3
28-03-2017,17:30:00,0.78231,R,ugm-3
28-03-2017,17:45:00,0.78231,R,ugm-3
28-03-2017,18:00:00,0.58806,R,ugm-3
28-03-2017,18:15:00,0.58806,R,ugm-3
28-03-2017,18:30:00,0.39115,R,ugm-3
28-03-2017,18:45:00,0.78231,R,ugm-3
28-03-2017,19:00:00,0.97921,R,ugm-3
28-03-2017,19:15:00,0.78231,R,ugm-3
28-03-2017,19:30:00,0.58806,R,ugm-3
28-03-2017,19:45:00,0.78231,R,ugm-3
28-03-2017,20:00:00,0.97921,R,ugm-3
28-03-2017,20:15:00,0.58806,R,ugm-3
28-03-2017,20:30:00,0.78231,R,ugm-3
28-03-2017,20:45:00,0.39115,R,ugm-3
28-03-2017,21:00:00,1.17612,R,ugm-3
28-03-2017,21:15:00,0.78231,R,ugm-3
28-03-2017,21:30:00,0.58806,R,ugm-3
28-03-2017,21:45:00,0.78231,R,ugm-3
28-03-2017,22:00:00,0.58806,R,ugm-3
28-03-2017,22:15:00,0.19691,R,ugm-3
28-03-2017,22:30:00,0.39115,R,ugm-3
28-03-2017,22:45:00,0.19691,R,ugm-3
28-03-2017,23:00:00,0.39115,R,ugm-3
28-03-2017,23:15:00,0.39115,R,ugm-3
28-03-2017,23:30:00,0.39115,R,ugm-3
28-03-2017,23:45:00,0.00000,R,ugm-3
28-03-2017,24:00:00,0.39115,R,ugm-3
29-03-2017,00:15:00,0.39115,R,ugm-3
29-03-2017,00:30:00,0.58806,R,ugm-3
29-03-2017,00:45:00,0.39115,R,ugm-3
29-03-2017,01:00:00,,,
29-03-2017,01:15:00,,,
29-03-2017,01:30:00,0.19691,R,ugm-3
29-03-2017,01:45:00,0.39115,R,ugm-3
29-03-2017,02:00:00,0.19691,R,ugm-3
29-03-2017,02:15:00,0.19691,R,ugm-3
29-03-2017,02:30:00,0.19691,R,ugm-3
29-03-2017,02:45:00,0.39115,R,ugm-3
29-03-2017,03:00:00,0.58806,R,ugm-3
29-03-2017,03:15:00,0.58806,R,ugm-3
29-03-2017,03:30:00,0.97921,R,ugm-3
29-03-2017,03:45:00,0.39115,R,ugm-3
29-03-2017,04:00:00,0.00000,R,ugm-3
29-03-2017,04:15:00,0.19691,R,ugm-3
29-03-2017,04:30:00,0.78231,R,ugm-3
29-03-2017,04:45:00,0.39115,R,ugm-3
29-03-2017,05:00:00,0.39115,R,ugm-3
29-03-2017,05:15:00,0.39115,R,ugm-3
29-03-2017,05:30:00,0.58806,R,ugm-3
29-03-2017,05:45:00,0.39115,R,ugm-3
29-03-2017,06:00:00,0.19691,R,ugm-3
29-03-2017,06:15:00,0.39115,R,ugm-3
29-03-2017,06:30:00,0.58806,R,ugm-3
29-03-2017,06:45:00,0.39115,R,ugm-3
29-03-2017,07:00:00,0.58806,R,ugm-3
29-03-2017,07:15:00,0.39115,R,ugm-3
29-03-2017,07:30:00,0.78231,R,ugm-3
29-03-2017,07:45:00,0.78231,R,ugm-3
29-03-2017,08:00:00,0.78231,R,ugm-3
29-03-2017,08:15:00,0.58806,R,ugm-3
29-03-2017,08:30:00,0.58806,R,ugm-3
29-03-2017,08:45:00,0.78231,R,ugm-3
29-03-2017,09:00:00,0.58806,R,ugm-3
29-03-2017,09:15:00,0.97921,R,ugm-3
29-03-2017,09:30:00,0.78231,R,ugm-3
29-03-2017,09:45:00,0.78231,R,ugm-3
29-03-2017,10:00:00,0.97921,R,ugm-3
29-03-2017,10:15:00,0.39115,R,ugm-3
29-03-2017,10:30:00,0.39115,R,ugm-3
29-03-2017,10:45:00,0.39115,R,ugm-3
29-03-2017,11:00:00,0.78231,R,ugm-3
29-03-2017,11:15:00,0.78231,R,ugm-3
29-03-2017,11:30:00,0.78231,R,ugm-3
29-03-2017,11:45:00,0.78231,R,ugm-3
29-03-2017,12:00:00,0.58806,R,ugm-3
29-03-2017,12:15:00,0.78231,R,ugm-3
29-03-2017,12:30:00,0.58806,R,ugm-3
29-03-2017,12:45:00,0.58806,R,ugm-3
29-03-2017,13:00:00,0.58806,R,ugm-3
29-03-2017,13:15:00,0.39115,R,ugm-3
29-03-2017,13:30:00,0.78231,R,ugm-3
29-03-2017,13:45:00,0.58806,R,ugm-3
29-03-2017,14:00:00,0.58806,R,ugm-3
29-03-2017,14:15:00,0.78231,R,ugm-3
29-03-2017,14:30:00,0.97921,R,ugm-3
29-03-2017,14:45:00,1.17612,R,ugm-3
29-03-2017,15:00:00,1.37036,R,ugm-3
29-03-2017,15:15:00,0.97921,R,ugm-3
29-03-2017,15:30:00,1.37036,R,ugm-3
29-03-2017,15:45:00,0.97921,R,ugm-3
29-03-2017,16:00:00,1.17612,R,ugm-3
29-03-2017,16:15:00,0.97921,R,ugm-3
29-03-2017,16:30:00,0.78231,R,ugm-3
29-03-2017,16:45:00,0.97921,R,ugm-3
29-03-2017,17:00:00,0.97921,R,ugm-3
29-03-2017,17:15:00,0.78231,R,ugm-3
29-03-2017,17:30:00,0.78231,R,ugm-3
29-03-2017,17:45:00,0.58806,R,ugm-3
29-03-2017,18:00:00,0.78231,R,ugm-3
29-03-2017,18:15:00,0.78231,R,ugm-3
29-03-2017,18:30:00,0.97921,R,ugm-3
29-03-2017,18:45:00,0.78231,R,ugm-3
29-03-2017,19:00:00,0.97921,R,ugm-3
29-03-2017,19:15:00,1.17612,R,ugm-3
29-03-2017,19:30:00,0.78231,R,ugm-3
29-03-2017,19:45:00,1.37036,R,ugm-3
29-03-2017,20:00:00,0.78231,R,ugm-3
29-03-2017,20:15:00,0.58806,R,ugm-3
29-03-2017,20:30:00,0.58806,R,ugm-3
29-03-2017,20:45:00,0.58806,R,ugm-3
29-03-2017,21:00:00,0.78231,R,ugm-3
29-03-2017,21:15:00,0.78231,R,ugm-3
29-03-2017,21:30:00,0.78231,R,ugm-3
29-03-2017,21:45:00,0.58806,R,ugm-3
29-03-2017,22:00:00,0.58806,R,ugm-3
29-03-2017,22:15:00,0.97921,R,ugm-3
29-03-2017,22:30:00,1.37036,R,ugm-3
29-03-2017,22:45:00,1.17612,R,ugm-3
29-03-2017,23:00:00,1.17612,R,ugm-3
29-03-2017,23:15:00,0.97921,R,ugm-3
29-03-2017,23:30:00,0.97921,R,ugm-3
29-03-2017,23:45:00,1.76152,R,ugm-3
29-03-2017,24:00:00,1.56727,R,ugm-3
30-03-2017,00:15:00,0.58806,R,ugm-3
30-03-2017,00:30:00,0.58806,R,ugm-3
30-03-2017,00:45:00,0.97921,R,ugm-3
30-03-2017,01:00:00,,,
30-03-2017,01:15:00,,,
30-03-2017,01:30:00,0.39115,R,ugm-3
30-03-2017,01:45:00,0.58806,R,ugm-3
30-03-2017,02:00:00,0.39115,R,ugm-3
30-03-2017,02:15:00,0.39115,R,ugm-3
30-03-2017,02:30:00,0.39115,R,ugm-3
30-03-2017,02:45:00,0.19691,R,ugm-3
30-03-2017,03:00:00,0.39115,R,ugm-3
30-03-2017,03:15:00,0.58806,R,ugm-3
30-03-2017,03:30:00,0.39115,R,ugm-3
30-03-2017,03:45:00,0.39115,R,ugm-3
30-03-2017,04:00:00,0.00000,R,ugm-3
30-03-2017,04:15:00,0.00000,R,ugm-3
30-03-2017,04:30:00,0.19691,R,ugm-3
30-03-2017,04:45:00,0.00000,R,ugm-3
30-03-2017,05:00:00,0.78231,R,ugm-3
30-03-2017,05:15:00,0.58806,R,ugm-3
30-03-2017,05:30:00,0.97921,R,ugm-3
30-03-2017,05:45:00,1.76152,R,ugm-3
30-03-2017,06:00:00,3.13454,R,ugm-3
30-03-2017,06:15:00,2.15533,R,ugm-3
30-03-2017,06:30:00,1.76152,R,ugm-3
30-03-2017,06:45:00,1.37036,R,ugm-3
30-03-2017,07:00:00,2.54648,R,ugm-3
30-03-2017,07:15:00,2.74073,R,ugm-3
30-03-2017,07:30:00,2.54648,R,ugm-3
30-03-2017,07:45:00,2.54648,R,ugm-3
30-03-2017,08:00:00,2.54648,R,ugm-3
30-03-2017,08:15:00,3.13454,R,ugm-3
30-03-2017,08:30:00,1.37036,R,ugm-3
30-03-2017,08:45:00,1.17612,R,ugm-3
30-03-2017,09:00:00,0.78231,R,ugm-3
30-03-2017,09:15:00,0.97921,R,ugm-3
30-03-2017,09:30:00,1.56727,R,ugm-3
30-03-2017,09:45:00,1.56727,R,ugm-3
30-03-2017,10:00:00,2.34958,R,ugm-3
30-03-2017,10:15:00,1.76152,R,ugm-3
30-03-2017,10:30:00,1.76152,R,ugm-3
30-03-2017,10:45:00,1.76152,R,ugm-3
30-03-2017,11:00:00,1.76152,R,ugm-3
30-03-2017,11:15:00,1.56727,R,ugm-3
30-03-2017,11:30:00,1.17612,R,ugm-3
30-03-2017,11:45:00,0.97921,R,ugm-3
30-03-2017,12:00:00,1.37036,R,ugm-3
30-03-2017,12:15:00,1.37036,R,ugm-3
30-03-2017,12:30:00,1.56727,R,ugm-3
30-03-2017,12:45:00,2.15533,R,ugm-3
30-03-2017,13:00:00,4.69915,R,ugm-3
30-03-2017,13:15:00,6.46333,R,ugm-3
30-03-2017,13:30:00,6.65757,R,ugm-3
30-03-2017,13:45:00,5.87527,R,ugm-3
30-03-2017,14:00:00,3.32879,R,ugm-3
30-03-2017,14:15:00,2.54648,R,ugm-3
30-03-2017,14:30:00,1.95842,R,ugm-3
30-03-2017,14:45:00,1.76152,R,ugm-3
30-03-2017,15:00:00,1.95842,R,ugm-3
30-03-2017,15:15:00,2.34958,R,ugm-3
30-03-2017,15:30:00,1.37036,R,ugm-3
30-03-2017,15:45:00,2.15533,R,ugm-3
30-03-2017,16:00:00,1.37036,R,ugm-3
30-03-2017,16:15:00,0.78231,R,ugm-3
30-03-2017,16:30:00,1.37036,R,ugm-3
30-03-2017,16:45:00,1.37036,R,ugm-3
30-03-2017,17:00:00,1.76152,R,ugm-3
30-03-2017,17:15:00,1.37036,R,ugm-3
30-03-2017,17:30:00,1.56727,R,ugm-3
30-03-2017,17:45:00,1.56727,R,ugm-3
30-03-2017,18:00:00,1.76152,R,ugm-3
30-03-2017,18:15:00,2.15533,R,ugm-3
30-03-2017,18:30:00,2.15533,R,ugm-3
30-03-2017,18:45:00,1.56727,R,ugm-3
30-03-2017,19:00:00,1.76152,R,ugm-3
30-03-2017,19:15:00,1.56727,R,ugm-3
30-03-2017,19:30:00,1.95842,R,ugm-3
30-03-2017,19:45:00,1.95842,R,ugm-3
30-03-2017,20:00:00,1.76152,R,ugm-3
30-03-2017,20:15:00,1.76152,R,ugm-3
30-03-2017,20:30:00,1.76152,R,ugm-3
30-03-2017,20:45:00,2.15533,R,ugm-3
30-03-2017,21:00:00,2.15533,R,ugm-3
30-03-2017,21:15:00,1.95842,R,ugm-3
30-03-2017,21:30:00,1.95842,R,ugm-3
30-03-2017,21:45:00,1.56727,R,ugm-3
30-03-2017,22:00:00,1.95842,R,ugm-3
30-03-2017,22:15:00,1.56727,R,ugm-3
30-03-2017,22:30:00,1.76152,R,ugm-3
30-03-2017,22:45:00,2.15533,R,ugm-3
30-03-2017,23:00:00,1.95842,R,ugm-3
30-03-2017,23:15:00,1.56727,R,ugm-3
30-03-2017,23:30:00,1.76152,R,ugm-3
30-03-2017,23:45:00,1.76152,R,ugm-3
30-03-2017,24:00:00,1.95842,R,ugm-3
31-03-2017,00:15:00,1.17612,R,ugm-3
31-03-2017,00:30:00,1.37036,R,ugm-3
31-03-2017,00:45:00,1.17612,R,ugm-3
31-03-2017,01:00:00,0.39115,R,ugm-3
31-03-2017,01:15:00,,,
31-03-2017,01:30:00,0.39115,R,ugm-3
31-03-2017,01:45:00,0.58806,R,ugm-3
31-03-2017,02:00:00,0.78231,R,ugm-3
31-03-2017,02:15:00,0.39115,R,ugm-3
31-03-2017,02:30:00,0.78231,R,ugm-3
31-03-2017,02:45:00,0.78231,R,ugm-3
31-03-2017,03:00:00,0.78231,R,ugm-3
31-03-2017,03:15:00,0.78231,R,ugm-3
31-03-2017,03:30:00,0.39115,R,ugm-3
31-03-2017,03:45:00,0.58806,R,ugm-3
31-03-2017,04:00:00,0.58806,R,ugm-3
31-03-2017,04:15:00,0.39115,R,ugm-3
31-03-2017,04:30:00,0.78231,R,ugm-3
31-03-2017,04:45:00,0.78231,R,ugm-3
31-03-2017,05:00:00,0.78231,R,ugm-3
31-03-2017,05:15:00,1.56727,R,ugm-3
31-03-2017,05:30:00,0.97921,R,ugm-3
31-03-2017,05:45:00,0.78231,R,ugm-3
31-03-2017,06:00:00,1.76152,R,ugm-3
31-03-2017,06:15:00,0.78231,R,ugm-3
31-03-2017,06:30:00,1.17612,R,ugm-3
31-03-2017,06:45:00,1.17612,R,ugm-3
31-03-2017,07:00:00,0.78231,R,ugm-3
31-03-2017,07:15:00,0.39115,R,ugm-3
31-03-2017,07:30:00,0.78231,R,ugm-3
31-03-2017,07:45:00,0.97921,R,ugm-3
31-03-2017,08:00:00,0.97921,R,ugm-3
31-03-2017,08:15:00,0.78231,R,ugm-3
31-03-2017,08:30:00,0.78231,R,ugm-3
31-03-2017,08:45:00,0.58806,R,ugm-3
31-03-2017,09:00:00,0.78231,R,ugm-3
31-03-2017,09:15:00,0.19691,R,ugm-3
31-03-2017,09:30:00,0.58806,R,ugm-3
31-03-2017,09:45:00,0.78231,R,ugm-3
31-03-2017,10:00:00,0.58806,R,ugm-3
31-03-2017,10:15:00,0.97921,R,ugm-3
31-03-2017,10:30:00,0.39115,R,ugm-3
31-03-2017,10:45:00,0.39115,R,ugm-3
31-03-2017,11:00:00,0.19691,R,ugm-3
31-03-2017,11:15:00,0.19691,R,ugm-3
31-03-2017,11:30:00,0.58806,R,ugm-3
31-03-2017,11:45:00,0.58806,R,ugm-3
31-03-2017,12:00:00,0.39115,R,ugm-3
31-03-2017,12:15:00,0.19691,R,ugm-3
31-03-2017,12:30:00,0.39115,R,ugm-3
31-03-2017,12:45:00,0.39115,R,ugm-3
31-03-2017,13:00:00,0.39115,R,ugm-3
31-03-2017,13:15:00,0.58806,R,ugm-3
31-03-2017,13:30:00,0.19691,R,ugm-3
31-03-2017,13:45:00,0.39115,R,ugm-3
31-03-2017,14:00:00,0.58806,R,ugm-3
31-03-2017,14:15:00,0.78231,R,ugm-3
31-03-2017,14:30:00,0.58806,R,ugm-3
31-03-2017,14:45:00,0.39115,R,ugm-3
31-03-2017,15:00:00,0.00000,R,ugm-3
31-03-2017,15:15:00,0.19691,R,ugm-3
31-03-2017,15:30:00,0.00000,R,ugm-3
31-03-2017,15:45:00,0.00000,R,ugm-3
31-03-2017,16:00:00,0.58806,R,ugm-3
31-03-2017,16:15:00,0.00000,R,ugm-3
31-03-2017,16:30:00,0.58806,R,ugm-3
31-03-2017,16:45:00,0.39115,R,ugm-3
31-03-2017,17:00:00,0.78231,R,ugm-3
31-03-2017,17:15:00,0.97921,R,ugm-3
31-03-2017,17:30:00,0.58806,R,ugm-3
31-03-2017,17:45:00,0.97921,R,ugm-3
31-03-2017,18:00:00,0.97921,R,ugm-3
31-03-2017,18:15:00,1.17612,R,ugm-3
31-03-2017,18:30:00,1.95842,R,ugm-3
31-03-2017,18:45:00,0.58806,R,ugm-3
31-03-2017,19:00:00,0.97921,R,ugm-3
31-03-2017,19:15:00,1.37036,R,ugm-3
31-03-2017,19:30:00,1.56727,R,ugm-3
31-03-2017,19:45:00,1.17612,R,ugm-3
31-03-2017,20:00:00,1.37036,R,ugm-3
31-03-2017,20:15:00,1.37036,R,ugm-3
31-03-2017,20:30:00,0.97921,R,ugm-3
31-03-2017,20:45:00,1.37036,R,ugm-3
31-03-2017,21:00:00,2.15533,R,ugm-3
31-03-2017,21:15:00,2.34958,R,ugm-3
31-03-2017,21:30:00,9.59521,R,ugm-3
31-03-2017,21:45:00,4.30800,R,ugm-3
31-03-2017,22:00:00,2.54648,R,ugm-3
31-03-2017,22:15:00,3.71994,R,ugm-3
31-03-2017,22:30:00,8.42175,R,ugm-3
31-03-2017,22:45:00,1.95842,R,ugm-3
31-03-2017,23:00:00,1.37036,R,ugm-3
31-03-2017,23:15:00,1.17612,R,ugm-3
31-03-2017,23:30:00,1.37036,R,ugm-3
31-03-2017,23:45:00,1.17612,R,ugm-3
31-03-2017,24:00:00,1.37036,R,ugm-3
01-04-2017,00:15:00,1.37036,P,ugm-3
01-04-2017,00:30:00,1.17612,P,ugm-3
01-04-2017,00:45:00,0.97921,P,ugm-3
01-04-2017,01:00:00,,,
01-04-2017,01:15:00,,,
01-04-2017,01:30:00,0.97921,P,ugm-3
01-04-2017,01:45:00,0.97921,P,ugm-3
01-04-2017,02:00:00,0.78231,P,ugm-3
01-04-2017,02:15:00,0.78231,P,ugm-3
01-04-2017,02:30:00,0.39115,P,ugm-3
01-04-2017,02:45:00,0.39115,P,ugm-3
01-04-2017,03:00:00,0.78231,P,ugm-3
01-04-2017,03:15:00,0.58806,P,ugm-3
01-04-2017,03:30:00,0.78231,P,ugm-3
01-04-2017,03:45:00,0.97921,P,ugm-3
01-04-2017,04:00:00,0.58806,P,ugm-3
01-04-2017,04:15:00,0.58806,P,ugm-3
01-04-2017,04:30:00,0.58806,P,ugm-3
01-04-2017,04:45:00,0.39115,P,ugm-3
01-04-2017,05:00:00,0.39115,P,ugm-3
01-04-2017,05:15:00,0.19691,P,ugm-3
01-04-2017,05:30:00,0.97921,P,ugm-3
01-04-2017,05:45:00,1.37036,P,ugm-3
